C-SDB_TIT-0;C-W96-0;C-SDB_BBTR-0;F-ANK;F-UEB
200210;W96-5;84;4428;10746
200210;W96-5;60;4876;22581
200210;W96-5;61;2829;16427
200210;W96-5;86;3739;27337
200210;W96-5;87;1354;9031
200210;W96-5;998;175;639
200210;W96-5;999;75;403
200210;W96-6;01;84700;231791
200210;W96-6;02;61689;174967
200210;W96-6;03;12641;37811
200210;W96-6;04;1538;6636
200210;W96-6;70;2189;8709
200210;W96-6;81;3965;8861
200210;W96-6;73;1310;6687
200210;W96-6;71;1322;27676
200210;W96-6;76;1219;12287
200210;W96-6;83;1891;2520
200210;W96-6;84;7130;20406
200210;W96-6;60;14005;45081
200210;W96-6;61;13230;41603
200210;W96-6;86;3840;25167
200210;W96-6;87;2046;7738
200210;W96-7;01;197865;715980
200210;W96-7;02;111879;385165
200210;W96-7;03;53826;191118
200210;W96-7;04;11168;65409
200210;W96-7;70;8260;40679
200210;W96-7;81;2688;5002
200210;W96-7;73;1925;7284
200210;W96-7;76;269;3502
200210;W96-7;83;5698;43226
200210;W96-7;84;4194;12361
200210;W96-7;60;17611;80723
200210;W96-7;61;6205;31959
200210;W96-7;86;19326;124484
200210;W96-7;87;3465;22151
200210;W96-7;999;1;24
200210;W96-8;01;35141;103885
200210;W96-8;02;20592;73887
200210;W96-8;03;11012;37217
200210;W96-8;04;1046;5728
200210;W96-8;70;1542;7995
200210;W96-8;81;1518;2850
200210;W96-8;73;1860;6215
200210;W96-8;71;20;80
200210;W96-8;76;225;462
200210;W96-8;83;1155;1823
200210;W96-8;84;3905;12086
200210;W96-8;60;3904;20586
200210;W96-8;61;628;3157
200210;W96-8;86;7603;40798
200210;W96-8;87;1384;7798
200210;W96-9;01;190802;443789
200210;W96-9;02;62503;155848
200210;W96-9;03;15916;41290
200210;W96-9;04;75;251
200210;W96-9;70;1281;2624
200210;W96-9;81;15823;38344
200210;W96-9;60;139;690
200211;W96-1;01;18208;48670
200211;W96-1;02;10899;34314
200211;W96-1;03;1868;5444
200211;W96-1;04;280;543
200211;W96-1;70;537;1195
200211;W96-1;81;163;332
200211;W96-1;71;352;8404
200211;W96-1;76;668;7556
200211;W96-1;84;150;497
200211;W96-1;60;1653;3977
200211;W96-1;61;767;1605
200211;W96-1;86;647;1634
200211;W96-1;87;170;458
200211;W96-2;01;20035;57280
200211;W96-2;02;14155;30136
200211;W96-2;03;3975;11147
200211;W96-2;04;1483;5851
200211;W96-2;70;426;1167
200211;W96-2;81;1313;3602
200211;W96-2;71;1161;14317
200211;W96-2;76;282;1311
200211;W96-2;83;40;89
200211;W96-2;84;1744;4337
200211;W96-2;60;860;2884
200211;W96-2;61;295;1018
200211;W96-2;86;1014;5735
200211;W96-2;87;62;609
200211;W96-2;999;147;486
200211;W96-3;01;45561;112943
200211;W96-3;02;30884;65080
200211;W96-3;03;11216;26283
200211;W96-3;04;188;1480
200211;W96-3;70;190;1281
200211;W96-3;81;134;2132
200211;W96-3;73;76;143
200211;W96-3;71;1151;26657
200211;W96-3;76;1138;22125
200211;W96-3;83;435;574
200211;W96-3;84;4750;12637
200211;W96-3;60;3739;12830
200211;W96-3;61;1122;3504
200211;W96-3;86;610;2533
200211;W96-3;87;245;817
200211;W96-4;01;40774;79185
200211;W96-4;02;31236;71486
200211;W96-4;03;10792;30724
200211;W96-4;04;113;534
200211;W96-4;70;19;39
200211;W96-4;81;3875;7395
200211;W96-4;73;1741;6059
200211;W96-4;71;2116;46287
200211;W96-4;76;1272;17414
200211;W96-4;83;586;687
200211;W96-4;84;6359;17174
200211;W96-4;60;2076;7289
200211;W96-4;61;595;2954
200211;W96-4;86;383;1788
200211;W96-4;87;304;1356
200211;W96-4;999;6;34
200211;W96-5;01;84970;175102
200211;W96-5;02;28573;64308
200211;W96-5;03;8298;20155
200211;W96-5;04;2221;9688
200211;W96-5;70;594;2156
200211;W96-5;81;4065;6661
200211;W96-5;73;1528;6751
200211;W96-5;71;1727;27233
200211;W96-5;76;1436;21391
200211;W96-5;83;230;379
200211;W96-5;84;3112;6589
200211;W96-5;60;2457;8056
200211;W96-5;61;1009;5152
200211;W96-5;86;1757;7770
200211;W96-5;87;356;1511
200211;W96-5;998;500;1038
200211;W96-5;999;32;253
200211;W96-6;01;68232;171452
200211;W96-6;02;36694;88301
200211;W96-6;03;7151;22370
200211;W96-6;04;975;3650
200211;W96-6;70;638;2458
200211;W96-6;81;2542;4510
200211;W96-6;73;290;3300
200211;W96-6;71;1316;25411
200211;W96-6;76;1263;8639
200211;W96-6;83;307;320
200211;W96-6;84;3580;9238
200211;W96-6;60;7638;22315
200211;W96-6;61;6730;16490
200211;W96-6;86;1559;8234
200211;W96-6;87;720;2523
200211;W96-7;01;106112;297157
200211;W96-7;02;61091;163117
200211;W96-7;03;35288;96046
200211;W96-7;04;6219;22596
200211;W96-7;70;1152;5132
200211;W96-7;81;1390;2702
200211;W96-7;73;777;3105
200211;W96-7;76;101;1486
200211;W96-7;83;847;5264
200211;W96-7;84;3415;9084
200211;W96-7;60;12005;37760
200211;W96-7;61;2993;10068
200211;W96-7;86;11990;48837
200211;W96-7;87;1388;6032
200211;W96-7;998;2;49
200211;W96-8;01;18959;39428
200211;W96-8;02;7759;19391
200211;W96-8;03;3132;8041
200211;W96-8;04;212;709
200211;W96-8;70;181;1534
200211;W96-8;81;763;1137
200211;W96-8;73;1272;3665
200211;W96-8;71;4;56
200211;W96-8;76;161;254
200211;W96-8;83;38;58
200211;W96-8;84;2130;4615
200211;W96-8;60;505;2026
200211;W96-8;61;37;344
200211;W96-8;86;1395;5538
200211;W96-8;87;453;1896
200211;W96-8;999;51;93
200211;W96-9;01;163953;360148
200211;W96-9;02;49136;114519
200211;W96-9;03;10176;24764
200211;W96-9;04;60;233
200211;W96-9;70;829;1197
200211;W96-9;81;11998;25452
200211;W96-9;60;114;725
200212;W96-1;01;11470;31547
200212;W96-1;02;4580;16069
200212;W96-1;03;928;3282
200212;W96-1;04;64;269
200212;W96-1;70;42;144
200212;W96-1;81;81;119
200212;W96-1;73;8;26
200212;W96-1;71;155;6238
200212;W96-1;76;356;2690
200212;W96-1;84;46;142
200212;W96-1;60;851;2061
200212;W96-1;61;109;287
200212;W96-1;86;273;785
200212;W96-1;87;41;148
200212;W96-2;01;37784;155151
200212;W96-2;02;37567;121496
200212;W96-2;03;8949;33036
200212;W96-2;04;11669;56338
200212;W96-2;70;1160;6033
200212;W96-2;81;1683;4881
200212;W96-2;73;943;5533
200212;W96-2;71;9907;13978
200212;W96-2;76;563;1659
200212;W96-2;83;406;1411
200212;W96-2;84;1017;4185
200212;W96-2;60;3748;15898
200212;W96-2;61;1808;8454
200212;W96-2;86;11167;56884
200212;W96-2;87;1799;9577
200212;W96-3;01;40561;107757
200212;W96-3;02;29998;73978
200212;W96-3;03;9562;26760
200212;W96-3;04;230;1206
200212;W96-3;70;235;1252
200212;W96-3;81;440;1724
200212;W96-3;73;238;991
200212;W96-3;71;713;16781
200212;W96-3;76;1301;21292
200212;W96-3;83;822;1026
200212;W96-3;84;2917;9979
200212;W96-3;60;3763;12139
200212;W96-3;61;1725;5974
200212;W96-3;86;641;3056
200212;W96-3;87;468;1903
200212;W96-3;999;6;6
200212;W96-4;01;39844;94967
200212;W96-4;02;30640;91585
200212;W96-4;03;11215;37411
200212;W96-4;04;706;3147
200212;W96-4;70;211;674
200212;W96-4;81;2294;5025
200212;W96-4;73;2115;6739
200212;W96-4;71;1137;30825
200212;W96-4;76;1198;10714
200212;W96-4;83;1310;2428
200212;W96-4;84;4509;9622
200212;W96-4;60;2589;9985
200212;W96-4;61;1420;6213
200212;W96-4;86;2035;11314
200212;W96-4;87;876;4730
200212;W96-4;999;1;11
200212;W96-5;01;144148;466777
200212;W96-5;02;97137;392909
200212;W96-5;03;32571;136915
200212;W96-5;04;26278;135575
200212;W96-5;70;3704;22502
200212;W96-5;81;6104;14080
200212;W96-5;73;21976;108121
200212;W96-5;71;996;21696
200212;W96-5;76;1642;17169
200212;W96-5;83;1400;5248
200212;W96-5;84;4415;15166
200212;W96-5;60;24387;116591
200212;W96-5;61;11655;56753
200212;W96-5;86;32942;192250
200212;W96-5;87;8499;48223
200212;W96-5;998;19972;91122
200212;W96-5;999;5122;26011
200212;W96-6;01;61768;176119
200212;W96-6;02;48397;178323
200212;W96-6;03;13518;52186
200212;W96-6;04;5201;27911
200212;W96-6;70;1331;5845
200212;W96-6;81;2631;10439
200212;W96-6;73;798;4949
200212;W96-6;71;1041;20586
200212;W96-6;76;1154;8591
200212;W96-6;83;2173;4785
200212;W96-6;84;3532;11791
200212;W96-6;60;10123;40447
200212;W96-6;61;7907;31294
200212;W96-6;86;7596;43168
200212;W96-6;87;2183;11051
200212;W96-7;01;209148;933808
200212;W96-7;02;178107;792941
200212;W96-7;03;115691;534882
200212;W96-7;04;45214;269197
200212;W96-7;70;13324;93869
200212;W96-7;81;1876;5492
200212;W96-7;73;3028;12214
200212;W96-7;76;324;2289
200212;W96-7;83;3183;8994
200212;W96-7;84;6617;25475
200212;W96-7;60;58146;277270
200212;W96-7;61;19638;95326
200212;W96-7;86;90543;532589
200212;W96-7;87;11906;69365
200212;W96-7;998;261;1362
200212;W96-7;999;83;424
200212;W96-8;01;41065;172295
200212;W96-8;02;29131;142254
200212;W96-8;03;17242;80103
200212;W96-8;04;3286;20600
200212;W96-8;70;2662;23727
200212;W96-8;81;711;1837
200212;W96-8;73;1941;6608
200212;W96-8;71;0;9
200212;W96-8;76;88;126
200212;W96-8;83;395;805
200212;W96-8;84;3310;15601
200212;W96-8;60;10469;54969
200212;W96-8;61;1513;7277
200212;W96-8;86;20408;123436
200212;W96-8;87;4096;23789
200212;W96-8;998;9;71
200212;W96-8;999;4;44
200212;W96-9;01;185040;446248
200212;W96-9;02;55534;133740
200212;W96-9;03;10382;26017
200212;W96-9;04;114;456
200212;W96-9;70;2174;4020
200212;W96-9;81;12727;28306
200212;W96-9;60;158;737
200301;W96-1;01;15567;42151
200301;W96-1;02;5700;23120
200301;W96-1;03;698;2157
200301;W96-1;04;64;195
200301;W96-1;70;97;334
200301;W96-1;73;0;8
200301;W96-1;71;364;5979
200301;W96-1;76;452;5737
200301;W96-1;84;123;345
200301;W96-1;60;915;2147
200301;W96-1;61;64;132
200301;W96-1;86;277;781
200301;W96-1;87;34;143
200301;W96-2;01;44789;232663
200301;W96-2;02;40954;186381
200301;W96-2;03;10071;48502
200301;W96-2;04;17716;113358
200301;W96-2;70;500;4068
200301;W96-2;81;1930;7893
200301;W96-2;73;1722;10420
200301;W96-2;71;821;14502
200301;W96-2;76;610;3555
200301;W96-2;83;269;964
200301;W96-2;84;1658;7690
200301;W96-2;60;3027;18345
200301;W96-2;61;1139;8336
200301;W96-2;86;10287;82847
200301;W96-2;87;1224;9858
200301;W96-3;01;40150;104431
200301;W96-3;02;28384;75493
200301;W96-3;03;9788;26882
200301;W96-3;04;197;1261
200301;W96-3;70;440;1584
200301;W96-3;81;1146;3884
200301;W96-3;73;20;154
200301;W96-3;71;1174;18958
200301;W96-3;76;2187;28117
200301;W96-3;83;507;1070
200301;W96-3;84;4418;16329
200301;W96-3;60;3588;12709
200301;W96-3;61;1642;5629
200301;W96-3;86;771;3560
200301;W96-3;87;399;1604
200301;W96-3;999;8;16
200301;W96-4;01;34810;83435
200301;W96-4;02;28831;92878
200301;W96-4;03;10714;35476
200301;W96-4;04;896;6323
200301;W96-4;70;31;142
200301;W96-4;81;3042;7334
200301;W96-4;73;3652;13479
200301;W96-4;71;2159;34645
200301;W96-4;76;2309;16500
200301;W96-4;83;877;2379
200301;W96-4;84;7738;19928
200301;W96-4;60;2761;12123
200301;W96-4;61;1347;5853
200301;W96-4;86;1952;11821
200301;W96-4;87;598;4540
200301;W96-5;01;143374;665830
200301;W96-5;02;127062;701235
200301;W96-5;03;44684;230147
200301;W96-5;04;38651;251570
200301;W96-5;70;1623;13376
200301;W96-5;81;5477;16797
200301;W96-5;73;48256;269566
200301;W96-5;71;1432;22159
200301;W96-5;76;3093;25451
200301;W96-5;83;3465;13533
200301;W96-5;84;5018;21640
200301;W96-5;60;30222;169836
200301;W96-5;61;12212;71674
200301;W96-5;86;40510;303326
200301;W96-5;87;9139;64059
200301;W96-5;998;24039;149299
200301;W96-5;999;7649;44089
200301;W96-6;01;67977;227795
200301;W96-6;02;61943;276023
200301;W96-6;03;19784;91137
200301;W96-6;04;7877;51968
200301;W96-6;70;930;6267
200301;W96-6;81;4499;17665
200301;W96-6;73;3716;19089
200301;W96-6;71;1340;21723
200301;W96-6;76;1522;13957
200301;W96-6;83;1835;6898
200301;W96-6;84;4758;19579
200301;W96-6;60;12049;54996
200301;W96-6;61;7654;36798
200301;W96-6;86;9521;64711
200301;W96-6;87;2101;12481
200301;W96-7;01;262968;1455940
200301;W96-7;02;232445;1330350
200301;W96-7;03;163176;918016
200301;W96-7;04;59645;447943
200301;W96-7;70;6900;71813
200301;W96-7;81;2728;10498
200301;W96-7;73;5743;29343
200301;W96-7;76;381;2644
200301;W96-7;83;4220;11500
200301;W96-7;84;8762;45592
200301;W96-7;60;70385;389041
200301;W96-7;61;21773;122626
200301;W96-7;86;104644;769769
200301;W96-7;87;11628;83217
200301;W96-7;998;429;2723
200301;W96-7;999;208;1066
200301;W96-8;01;56709;263674
200301;W96-8;02;46540;238112
200301;W96-8;03;27556;131900
200301;W96-8;04;5063;35879
200301;W96-8;70;2245;25044
200301;W96-8;81;948;2556
200301;W96-8;73;3935;14464
200301;W96-8;76;117;570
200301;W96-8;83;683;2238
200301;W96-8;84;6270;25200
200301;W96-8;60;16488;82862
200301;W96-8;61;2298;11143
200301;W96-8;86;29552;198085
200301;W96-8;87;3838;26142
200301;W96-8;998;2;48
200301;W96-8;999;32;147
200301;W96-9;01;106724;246944
200301;W96-9;02;34463;84988
200301;W96-9;03;7972;19568
200301;W96-9;04;87;382
200301;W96-9;70;915;1743
200301;W96-9;81;8300;18390
200301;W96-9;60;108;628
200302;W96-1;01;15689;41450
200302;W96-1;02;5516;23261
200302;W96-1;03;761;2645
200302;W96-1;04;26;56
200302;W96-1;70;17;48
200302;W96-1;81;57;80
200302;W96-1;71;343;7822
200302;W96-1;76;629;6707
200302;W96-1;84;137;298
200302;W96-1;60;1110;3071
200302;W96-1;61;120;341
200302;W96-1;86;346;1032
200302;W96-1;87;48;227
200302;W96-2;01;51995;252977
200302;W96-2;02;41476;193749
200302;W96-2;03;10984;50950
200302;W96-2;04;17126;108311
200302;W96-2;70;459;2418
200302;W96-2;81;1811;4613
200302;W96-2;73;1242;7412
200302;W96-2;71;615;13312
200302;W96-2;76;908;4630
200302;W96-2;83;592;2365
200302;W96-2;84;1764;7143
200302;W96-2;60;4013;21018
200302;W96-2;61;1823;9407
200302;W96-2;86;16167;104720
200302;W96-2;87;1981;12313
200302;W96-3;01;37681;99019
200302;W96-3;02;29651;82932
200302;W96-3;03;10622;33774
200302;W96-3;04;208;1438
200302;W96-3;70;534;1570
200302;W96-3;81;1486;5601
200302;W96-3;73;306;1153
200302;W96-3;71;1339;26289
200302;W96-3;76;1282;28961
200302;W96-3;83;688;1087
200302;W96-3;84;4812;19659
200302;W96-3;60;4681;16839
200302;W96-3;61;2148;8117
200302;W96-3;86;975;4882
200302;W96-3;87;587;2179
200302;W96-3;999;9;84
200302;W96-4;01;36174;90049
200302;W96-4;02;30193;98319
200302;W96-4;03;12944;47227
200302;W96-4;04;1006;6261
200302;W96-4;70;8;38
200302;W96-4;81;3557;10791
200302;W96-4;73;4266;14925
200302;W96-4;71;2136;44164
200302;W96-4;76;2872;24416
200302;W96-4;83;1597;4564
200302;W96-4;84;6734;19431
200302;W96-4;60;4092;17402
200302;W96-4;61;1972;9538
200302;W96-4;86;3828;22296
200302;W96-4;87;1138;6146
200302;W96-5;01;152440;683082
200302;W96-5;02;141974;772643
200302;W96-5;03;55623;295146
200302;W96-5;04;44388;305316
200302;W96-5;70;2211;13999
200302;W96-5;81;5462;17839
200302;W96-5;73;46751;264209
200302;W96-5;71;1414;25435
200302;W96-5;76;3146;28554
200302;W96-5;83;6065;19103
200302;W96-5;84;4983;22576
200302;W96-5;60;47956;245641
200302;W96-5;61;21359;112312
200302;W96-5;86;69187;450709
200302;W96-5;87;17139;107486
200302;W96-5;998;24981;148678
200302;W96-5;999;7172;44934
200302;W96-6;01;69027;234584
200302;W96-6;02;65677;298595
200302;W96-6;03;22882;102260
200302;W96-6;04;10274;65193
200302;W96-6;70;1237;6730
200302;W96-6;81;5676;22820
200302;W96-6;73;4067;21399
200302;W96-6;71;1335;23436
200302;W96-6;76;1674;12763
200302;W96-6;83;2275;8391
200302;W96-6;84;6183;26827
200302;W96-6;60;17319;79600
200302;W96-6;61;11658;54718
200302;W96-6;86;15954;102189
200302;W96-6;87;3351;19156
200302;W96-6;998;1;1
200302;W96-6;999;8;38
200302;W96-7;01;271793;1469057
200302;W96-7;02;253146;1453825
200302;W96-7;03;183393;1039734
200302;W96-7;04;76895;537422
200302;W96-7;70;9675;70164
200302;W96-7;81;3160;12068
200302;W96-7;73;7161;40605
200302;W96-7;76;677;4906
200302;W96-7;83;5183;13487
200302;W96-7;84;9187;48015
200302;W96-7;60;95906;515710
200302;W96-7;61;32056;170123
200302;W96-7;86;147927;1001354
200302;W96-7;87;21468;145155
200302;W96-7;998;576;3751
200302;W96-7;999;25;180
200302;W96-8;01;63869;290444
200302;W96-8;02;49849;248101
200302;W96-8;03;30289;142119
200302;W96-8;04;6094;41942
200302;W96-8;70;2570;24785
200302;W96-8;81;792;2166
200302;W96-8;73;4510;16520
200302;W96-8;71;1;15
200302;W96-8;76;195;659
200302;W96-8;83;907;1823
200302;W96-8;84;6273;26104
200302;W96-8;60;20161;101718
200302;W96-8;61;2746;13150
200302;W96-8;86;37179;240181
200302;W96-8;87;5809;36492
200302;W96-8;998;11;47
200302;W96-8;999;19;169
200302;W96-9;01;115324;252631
200302;W96-9;02;32616;79428
200302;W96-9;03;8650;20607
200302;W96-9;04;69;250
200302;W96-9;81;7923;18468
200302;W96-9;60;57;358
200303;W96-1;01;17959;45625
200303;W96-1;02;7145;27016
200303;W96-1;03;1534;5754
200303;W96-1;04;66;192
200303;W96-1;70;555;1137
200303;W96-1;81;248;635
200303;W96-1;71;343;8449
200303;W96-1;76;603;6905
200303;W96-1;84;116;399
200303;W96-1;60;1209;2604
200303;W96-1;61;161;386
200303;W96-1;86;322;936
200303;W96-1;87;31;114
200303;W96-2;01;44399;199817
200303;W96-2;02;33940;138997
200303;W96-2;03;10523;45612
200303;W96-2;04;11885;73214
200303;W96-2;70;500;2486
200303;W96-2;81;1589;4887
200303;W96-2;73;1994;11539
200303;W96-2;71;432;14581
200303;W96-2;76;573;2181
200303;W96-2;83;690;3179
200303;W96-2;84;2060;6875
200303;W96-2;60;3206;15375
200303;W96-2;61;1298;6355
200303;W96-2;86;10222;67464
200303;W96-2;87;1446;8244
200303;W96-3;01;45568;113959
200303;W96-3;02;33357;78817
200303;W96-3;03;11925;32296
200303;W96-3;04;173;1389
200303;W96-3;70;456;1468
200303;W96-3;81;1396;4303
200303;W96-3;73;56;144
200303;W96-3;71;1315;28055
200303;W96-3;76;1556;28542
200303;W96-3;83;357;617
200303;W96-3;84;5729;18198
200303;W96-3;60;4101;13889
200303;W96-3;61;1784;5305
200303;W96-3;86;618;3338
200303;W96-3;87;404;1379
200303;W96-3;999;3;16
200303;W96-4;01;43452;93237
200303;W96-4;02;36388;100342
200303;W96-4;03;12276;37338
200303;W96-4;04;984;5025
200303;W96-4;70;54;163
200303;W96-4;81;4797;8437
200303;W96-4;73;3710;11120
200303;W96-4;71;2449;48869
200303;W96-4;76;2587;25663
200303;W96-4;83;2696;6864
200303;W96-4;84;8034;17744
200303;W96-4;60;2952;11355
200303;W96-4;61;924;4255
200303;W96-4;86;1839;10138
200303;W96-4;87;569;2460
200303;W96-5;01;150601;583973
200303;W96-5;02;126195;576954
200303;W96-5;03;41291;195287
200303;W96-5;04;30697;207347
200303;W96-5;70;1549;11229
200303;W96-5;81;7945;18941
200303;W96-5;73;48668;253314
200303;W96-5;71;1622;27450
200303;W96-5;76;2274;26244
200303;W96-5;83;4537;18072
200303;W96-5;84;5342;21045
200303;W96-5;60;29014;148803
200303;W96-5;61;13020;69028
200303;W96-5;86;40328;265653
200303;W96-5;87;9427;58476
200303;W96-5;998;27640;148377
200303;W96-5;999;8436;45091
200303;W96-6;01;73770;205640
200303;W96-6;02;59259;219290
200303;W96-6;03;17248;64980
200303;W96-6;04;6467;35902
200303;W96-6;70;1151;4818
200303;W96-6;81;5238;16553
200303;W96-6;73;3130;16336
200303;W96-6;71;1401;26027
200303;W96-6;76;1512;11706
200303;W96-6;83;2200;6331
200303;W96-6;84;5825;20656
200303;W96-6;60;10801;46236
200303;W96-6;61;7190;29454
200303;W96-6;86;8083;49613
200303;W96-6;87;1977;10248
200303;W96-6;999;0;1
200303;W96-7;01;264078;1340082
200303;W96-7;02;224144;1188833
200303;W96-7;03;158455;857733
200303;W96-7;04;62077;417997
200303;W96-7;70;8045;59547
200303;W96-7;81;2754;9842
200303;W96-7;73;5313;27172
200303;W96-7;76;455;3208
200303;W96-7;83;8490;17210
200303;W96-7;84;9146;41621
200303;W96-7;60;76711;412962
200303;W96-7;61;23909;131947
200303;W96-7;86;116600;774784
200303;W96-7;87;14053;91702
200303;W96-7;998;347;1599
200303;W96-7;999;77;533
200303;W96-8;01;67434;285617
200303;W96-8;02;49556;239854
200303;W96-8;03;30126;141479
200303;W96-8;04;5643;37097
200303;W96-8;70;2511;23548
200303;W96-8;81;1453;3602
200303;W96-8;73;3703;14134
200303;W96-8;76;163;506
200303;W96-8;83;924;2380
200303;W96-8;84;5562;26574
200303;W96-8;60;19050;101784
200303;W96-8;61;2711;14095
200303;W96-8;86;33230;213453
200303;W96-8;87;5382;32282
200303;W96-8;998;6;72
200303;W96-8;999;23;175
200303;W96-9;01;162629;388695
200303;W96-9;02;50812;128673
200303;W96-9;03;11727;29516
200303;W96-9;04;82;505
200303;W96-9;70;407;787
200303;W96-9;81;12737;30815
200303;W96-9;60;85;478
200304;W96-1;01;20430;62123
200304;W96-1;02;10538;36756
200304;W96-1;03;3446;9847
200304;W96-1;04;501;2314
200304;W96-1;70;2837;17834
200304;W96-1;81;528;1503
200304;W96-1;73;112;232
200304;W96-1;71;407;8060
200304;W96-1;76;760;8430
200304;W96-1;84;609;1655
200304;W96-1;60;2480;5925
200304;W96-1;61;938;3139
200304;W96-1;86;817;3229
200304;W96-1;87;232;960
200304;W96-2;01;36925;125171
200304;W96-2;02;30802;101054
200304;W96-2;03;9020;32700
200304;W96-2;04;4985;24662
200304;W96-2;70;4130;16540
200304;W96-2;81;2424;4325
200304;W96-2;73;711;5815
200304;W96-2;71;785;14476
200304;W96-2;76;758;3463
200304;W96-2;83;157;996
200304;W96-2;84;2599;9958
200304;W96-2;60;2311;9267
200304;W96-2;61;1085;5206
200304;W96-2;86;3991;25194
200304;W96-2;87;1003;5578
200304;W96-3;01;52112;134355
200304;W96-3;02;41287;97685
200304;W96-3;03;14401;35475
200304;W96-3;04;201;1051
200304;W96-3;70;2798;7965
200304;W96-3;81;1303;3156
200304;W96-3;73;334;1868
200304;W96-3;71;1430;29219
200304;W96-3;76;1977;28156
200304;W96-3;83;525;668
200304;W96-3;84;5399;17754
200304;W96-3;60;6284;18746
200304;W96-3;61;2429;7221
200304;W96-3;86;789;3336
200304;W96-3;87;429;1643
200304;W96-3;999;61;100
200304;W96-4;01;47941;102347
200304;W96-4;02;35483;91750
200304;W96-4;03;14150;43452
200304;W96-4;04;633;2759
200304;W96-4;70;1706;3268
200304;W96-4;81;4717;9131
200304;W96-4;73;3344;8883
200304;W96-4;71;2272;46104
200304;W96-4;76;2435;25110
200304;W96-4;83;689;1193
200304;W96-4;84;6825;17443
200304;W96-4;60;3352;11993
200304;W96-4;61;1715;6258
200304;W96-4;86;1259;6421
200304;W96-4;87;800;3894
200304;W96-5;01;98414;280254
200304;W96-5;02;57351;184829
200304;W96-5;03;16745;63845
200304;W96-5;04;9070;62979
200304;W96-5;70;3530;13136
200304;W96-5;81;8609;17070
200304;W96-5;73;12255;92104
200304;W96-5;71;1552;26515
200304;W96-5;76;1999;24660
200304;W96-5;83;1801;6141
200304;W96-5;84;4580;15342
200304;W96-5;60;9304;41075
200304;W96-5;61;4450;23061
200304;W96-5;86;10232;66634
200304;W96-5;87;2929;17107
200304;W96-5;998;13341;76878
200304;W96-5;999;3950;30677
200304;W96-6;01;67741;188618
200304;W96-6;02;46590;152451
200304;W96-6;03;11933;39553
200304;W96-6;04;2280;11563
200304;W96-6;70;4084;14961
200304;W96-6;81;5413;12415
200304;W96-6;73;1130;6179
200304;W96-6;71;1427;25788
200304;W96-6;76;1171;10681
200304;W96-6;83;1037;3469
200304;W96-6;84;5553;17782
200304;W96-6;60;9193;32234
200304;W96-6;61;8527;27747
200304;W96-6;86;4435;25944
200304;W96-6;87;1715;7543
200304;W96-6;999;44;273
200304;W96-7;01;158848;660871
200304;W96-7;02;114997;501996
200304;W96-7;03;69923;339916
200304;W96-7;04;24869;169188
200304;W96-7;70;9849;48556
200304;W96-7;81;2912;7839
200304;W96-7;73;1995;11181
200304;W96-7;76;236;3835
200304;W96-7;83;5530;12425
200304;W96-7;84;5838;26561
200304;W96-7;60;29926;149972
200304;W96-7;61;9007;48818
200304;W96-7;86;46578;309186
200304;W96-7;87;5758;37263
200304;W96-7;998;27;125
200304;W96-7;999;16;120
200304;W96-8;01;38439;144103
200304;W96-8;02;23963;104795
200304;W96-8;03;14327;61392
200304;W96-8;04;2477;15434
200304;W96-8;70;2368;18369
200304;W96-8;81;1727;4100
200304;W96-8;73;1572;8285
200304;W96-8;76;240;309
200304;W96-8;83;412;889
200304;W96-8;84;3263;13728
200304;W96-8;60;6897;39005
200304;W96-8;61;1043;5464
200304;W96-8;86;13918;90421
200304;W96-8;87;2168;13539
200304;W96-8;998;14;100
200304;W96-8;999;11;85
200304;W96-9;01;161619;381029
200304;W96-9;02;63442;164622
200304;W96-9;03;16862;43560
200304;W96-9;04;74;295
200304;W96-9;70;4585;10130
200304;W96-9;81;18983;45417
200304;W96-9;60;208;1045
200305;W96-1;01;20852;61543
200305;W96-1;02;17138;56646
200305;W96-1;03;9991;33377
200305;W96-1;04;2138;8715
200305;W96-1;70;8358;35712
200305;W96-1;81;652;2279
200305;W96-1;73;507;1957
200305;W96-1;71;339;8608
200305;W96-1;76;614;8146
200305;W96-1;84;2026;6830
200305;W96-1;60;4372;13609
200305;W96-1;61;3362;12239
200305;W96-1;86;1635;6609
200305;W96-1;87;562;2683
200305;W96-2;01;57872;201327
200305;W96-2;02;66379;214444
200305;W96-2;03;21094;68447
200305;W96-2;04;10654;50490
200305;W96-2;70;22121;84274
200305;W96-2;81;4859;9358
200305;W96-2;73;262;967
200305;W96-2;71;832;10359
200305;W96-2;76;563;3270
200305;W96-2;83;112;244
200305;W96-2;84;4199;17031
200305;W96-2;60;6050;21917
200305;W96-2;61;2022;8311
200305;W96-2;86;6994;38728
200305;W96-2;87;1264;5765
200305;W96-3;01;68362;172484
200305;W96-3;02;65973;155882
200305;W96-3;03;24479;57065
200305;W96-3;04;351;1990
200305;W96-3;70;7057;20353
200305;W96-3;81;3433;8262
200305;W96-3;73;843;3010
200305;W96-3;71;1106;24170
200305;W96-3;76;1698;29283
200305;W96-3;83;1675;1904
200305;W96-3;84;7229;22307
200305;W96-3;60;11854;28892
200305;W96-3;61;4025;12224
200305;W96-3;86;1352;5782
200305;W96-3;87;777;2775
200305;W96-3;999;6;31
200305;W96-4;01;60055;131711
200305;W96-4;02;58366;151078
200305;W96-4;03;23892;69007
200305;W96-4;04;1170;3998
