C-SDB_TIT-0;C-W96-0;C-SDB_BBTR-0;F-ANK;F-UEB
198512;W96-1;61;29;156
198512;W96-1;72;355;6368
198512;W96-1;85;9;88
198512;W96-1;998;11;48
198512;W96-1;999;65;235
198512;W96-2;01;16615;94581
198512;W96-2;02;18658;92209
198512;W96-2;03;11660;56277
198512;W96-2;70;535;4075
198512;W96-2;81;552;1915
198512;W96-2;73;107;653
198512;W96-2;83;131;623
198512;W96-2;84;1456;8667
198512;W96-2;60;4876;28291
198512;W96-2;61;1770;10547
198512;W96-2;72;740;11578
198512;W96-2;85;5350;38596
198512;W96-2;999;54;297
198512;W96-3;01;17030;65954
198512;W96-3;02;12953;47577
198512;W96-3;03;13845;62882
198512;W96-3;70;1157;5383
198512;W96-3;81;547;2713
198512;W96-3;73;418;2353
198512;W96-3;71;312;16982
198512;W96-3;83;828;1813
198512;W96-3;84;1129;4810
198512;W96-3;60;3126;18775
198512;W96-3;61;1218;8190
198512;W96-3;75;206;6592
198512;W96-3;72;1721;19143
198512;W96-3;85;100;672
198512;W96-3;998;219;490
198512;W96-3;999;85;325
198512;W96-4;01;15186;44420
198512;W96-4;02;12545;44116
198512;W96-4;03;17510;82850
198512;W96-4;70;35;359
198512;W96-4;81;1825;6234
198512;W96-4;73;1570;7983
198512;W96-4;71;490;23672
198512;W96-4;83;942;1708
198512;W96-4;84;2170;7970
198512;W96-4;60;3611;21050
198512;W96-4;61;1509;8497
198512;W96-4;75;182;6625
198512;W96-4;72;1043;10020
198512;W96-4;85;847;6127
198512;W96-4;998;236;812
198512;W96-4;999;37;478
198512;W96-5;01;48146;199194
198512;W96-5;02;63147;317449
198512;W96-5;03;45006;226717
198512;W96-5;70;1956;15525
198512;W96-5;81;3091;10785
198512;W96-5;73;14013;85175
198512;W96-5;71;1059;16799
198512;W96-5;83;935;3875
198512;W96-5;84;1276;10298
198512;W96-5;60;32826;189913
198512;W96-5;61;11839;67073
198512;W96-5;75;43;643
198512;W96-5;72;594;7677
198512;W96-5;85;13096;99375
198512;W96-5;998;5799;37314
198512;W96-5;999;2706;17671
198512;W96-6;01;15776;60894
198512;W96-6;02;21926;104382
198512;W96-6;03;25991;125009
198512;W96-6;70;604;2823
198512;W96-6;81;1527;6088
198512;W96-6;73;1582;9193
198512;W96-6;71;580;12770
198512;W96-6;83;1629;5079
198512;W96-6;84;1422;8257
198512;W96-6;60;11218;65641
198512;W96-6;61;5621;32418
198512;W96-6;75;249;6417
198512;W96-6;72;1326;10077
198512;W96-6;85;2711;20093
198512;W96-6;998;136;633
198512;W96-6;999;615;3128
198512;W96-7;01;64940;352440
198512;W96-7;02;90852;518589
198512;W96-7;03;126702;756435
198512;W96-7;70;10258;79403
198512;W96-7;81;1428;4149
198512;W96-7;73;2148;11492
198512;W96-7;71;44;1888
198512;W96-7;83;598;3067
198512;W96-7;84;3201;17142
198512;W96-7;60;71530;428094
198512;W96-7;61;18363;107677
198512;W96-7;75;123;1533
198512;W96-7;72;489;2888
198512;W96-7;85;24173;189469
198512;W96-7;998;304;1219
198512;W96-7;999;166;1026
198512;W96-8;01;15408;84662
198512;W96-8;02;15073;86735
198512;W96-8;03;20729;128245
198512;W96-8;70;3037;21990
198512;W96-8;73;1234;6191
198512;W96-8;83;109;194
198512;W96-8;84;2105;14870
198512;W96-8;60;16682;108308
198512;W96-8;61;2462;14506
198512;W96-8;72;2;274
198512;W96-8;85;10759;71236
198512;W96-8;999;116;1161
198512;W96-9;01;61484;154947
198512;W96-9;02;28228;68967
198512;W96-9;03;11775;29993
198512;W96-9;70;231;835
198512;W96-9;81;3571;9705
198512;W96-9;60;32;141
198601;W96-1;01;1853;10483
198601;W96-1;02;653;3775
198601;W96-1;03;1655;5454
198601;W96-1;73;36;81
198601;W96-1;71;285;5658
198601;W96-1;84;558;1580
198601;W96-1;60;136;1059
198601;W96-1;61;16;72
198601;W96-1;72;568;9228
198601;W96-1;85;23;123
198601;W96-1;998;7;13
198601;W96-2;01;24122;159626
198601;W96-2;02;18909;124648
198601;W96-2;03;10003;63641
198601;W96-2;70;377;2389
198601;W96-2;81;1040;4763
198601;W96-2;73;113;1306
198601;W96-2;83;73;206
198601;W96-2;84;1111;8758
198601;W96-2;60;2538;24142
198601;W96-2;61;955;10802
198601;W96-2;72;1053;17274
198601;W96-2;85;7011;65162
198601;W96-2;998;0;50
198601;W96-2;999;243;1592
198601;W96-3;01;14350;61563
198601;W96-3;02;11676;44136
198601;W96-3;03;15895;71439
198601;W96-3;70;1398;4701
198601;W96-3;81;1259;6334
198601;W96-3;73;352;2843
198601;W96-3;71;1527;23860
198601;W96-3;83;987;2017
198601;W96-3;84;1294;7810
198601;W96-3;60;3219;20583
198601;W96-3;61;955;6558
198601;W96-3;75;167;6764
198601;W96-3;72;3181;32874
198601;W96-3;85;30;391
198601;W96-3;998;117;171
198601;W96-3;999;24;86
198601;W96-4;01;15818;47006
198601;W96-4;02;12355;48742
198601;W96-4;03;20158;93807
198601;W96-4;70;4;132
198601;W96-4;81;2918;10748
198601;W96-4;73;2582;13237
198601;W96-4;71;2024;32819
198601;W96-4;83;2687;4618
198601;W96-4;84;4197;12733
198601;W96-4;60;4130;26003
198601;W96-4;61;1490;9058
198601;W96-4;75;352;5901
198601;W96-4;72;1390;15061
198601;W96-4;85;694;5100
198601;W96-4;998;35;181
198601;W96-4;999;2;6
198601;W96-5;01;57054;309757
198601;W96-5;02;94612;590018
198601;W96-5;03;66009;396111
198601;W96-5;70;1075;11411
198601;W96-5;81;5157;23619
198601;W96-5;73;44450;309469
198601;W96-5;71;2356;23747
198601;W96-5;83;1497;10677
198601;W96-5;84;2102;15175
198601;W96-5;60;38902;272976
198601;W96-5;61;11457;87302
198601;W96-5;75;112;1183
198601;W96-5;72;1207;11407
198601;W96-5;85;17854;171599
198601;W96-5;998;9913;68421
198601;W96-5;999;5578;39847
198601;W96-6;01;19279;88029
198601;W96-6;02;26401;149703
198601;W96-6;03;32193;185950
198601;W96-6;70;350;2882
198601;W96-6;81;2403;12779
198601;W96-6;73;4096;30332
198601;W96-6;71;1032;12607
198601;W96-6;83;1980;9313
198601;W96-6;84;2186;14520
198601;W96-6;60;9782;75574
198601;W96-6;61;4166;32660
198601;W96-6;75;295;6472
198601;W96-6;72;1444;15011
198601;W96-6;85;1980;20916
198601;W96-6;998;177;953
198601;W96-6;999;719;6207
198601;W96-7;01;101076;683930
198601;W96-7;02;132470;928081
198601;W96-7;03;179135;1320951
198601;W96-7;70;7696;75270
198601;W96-7;81;2114;5949
198601;W96-7;73;5409;36254
198601;W96-7;71;333;2772
198601;W96-7;83;1530;6469
198601;W96-7;84;4965;28472
198601;W96-7;60;77062;601247
198601;W96-7;61;17257;137278
198601;W96-7;75;179;1645
198601;W96-7;72;741;6495
198601;W96-7;85;29478;295573
198601;W96-7;998;641;4233
198601;W96-7;999;563;4759
198601;W96-8;01;26526;157687
198601;W96-8;02;26561;158133
198601;W96-8;03;36415;233070
198601;W96-8;70;2332;18311
198601;W96-8;81;74;113
198601;W96-8;73;1532;8895
198601;W96-8;83;70;309
198601;W96-8;84;4104;27652
198601;W96-8;60;22001;140337
198601;W96-8;61;3274;20711
198601;W96-8;72;36;68
198601;W96-8;85;13538;106770
198601;W96-8;999;326;1913
198601;W96-9;01;43985;113690
198601;W96-9;02;17612;44836
198601;W96-9;03;10051;28528
198601;W96-9;70;41;150
198601;W96-9;81;2146;6651
198601;W96-9;60;9;83
198602;W96-1;01;1393;10434
198602;W96-1;02;757;5068
198602;W96-1;03;1300;6332
198602;W96-1;73;130;176
198602;W96-1;71;203;5847
198602;W96-1;84;365;1338
198602;W96-1;60;140;921
198602;W96-1;61;35;148
198602;W96-1;72;666;10781
198602;W96-1;85;15;76
198602;W96-1;998;1;1
198602;W96-2;01;26119;172174
198602;W96-2;02;26593;160574
198602;W96-2;03;13993;78989
198602;W96-2;70;155;1156
198602;W96-2;81;1289;6731
198602;W96-2;73;444;3531
198602;W96-2;83;249;869
198602;W96-2;84;1986;12561
198602;W96-2;60;4571;31839
198602;W96-2;61;1779;11937
198602;W96-2;72;1492;19771
198602;W96-2;85;9598;73057
198602;W96-2;999;178;1221
198602;W96-3;01;14051;66442
198602;W96-3;02;14016;51637
198602;W96-3;03;16110;71380
198602;W96-3;70;1104;3900
198602;W96-3;81;1322;7015
198602;W96-3;73;474;4538
198602;W96-3;71;1466;34177
198602;W96-3;83;616;1063
198602;W96-3;84;2063;9500
198602;W96-3;60;5409;28043
198602;W96-3;61;1379;7772
198602;W96-3;75;204;6333
198602;W96-3;72;3377;32275
198602;W96-3;85;76;444
198602;W96-3;998;144;224
198602;W96-3;999;20;420
198602;W96-4;01;16513;50980
198602;W96-4;02;14539;58568
198602;W96-4;03;23080;114669
198602;W96-4;70;6;127
198602;W96-4;81;3463;14159
198602;W96-4;73;2644;11684
198602;W96-4;71;1657;37084
198602;W96-4;83;2948;5147
198602;W96-4;84;3795;12266
198602;W96-4;60;6078;34041
198602;W96-4;61;2516;14514
198602;W96-4;75;299;7264
198602;W96-4;72;2634;24377
198602;W96-4;85;2196;13457
198602;W96-4;998;22;89
198602;W96-4;999;65;596
198602;W96-5;01;59898;340911
198602;W96-5;02;117998;763789
198602;W96-5;03;91800;543277
198602;W96-5;70;1522;12510
198602;W96-5;81;4520;22916
198602;W96-5;73;45381;306095
198602;W96-5;71;1668;25135
198602;W96-5;83;2596;11145
198602;W96-5;84;2044;10032
198602;W96-5;60;77568;482552
198602;W96-5;61;24747;147270
198602;W96-5;72;1740;17141
198602;W96-5;85;35628;272565
198602;W96-5;998;11725;82784
198602;W96-5;999;5890;45202
198602;W96-6;01;22035;111658
198602;W96-6;02;32547;182847
198602;W96-6;03;40804;232550
198602;W96-6;70;923;5674
198602;W96-6;81;3487;18513
198602;W96-6;73;4754;31253
198602;W96-6;71;981;15555
198602;W96-6;83;2100;10409
198602;W96-6;84;2203;16229
198602;W96-6;60;18936;122548
198602;W96-6;61;8071;50955
198602;W96-6;75;310;6943
198602;W96-6;72;1899;16722
198602;W96-6;85;4862;37166
198602;W96-6;998;116;698
198602;W96-6;999;879;6074
198602;W96-7;01;114380;786716
198602;W96-7;02;170630;1174465
198602;W96-7;03;258411;1818116
198602;W96-7;70;11514;84792
198602;W96-7;81;1625;5202
198602;W96-7;73;6978;42915
198602;W96-7;71;125;2442
198602;W96-7;83;2269;7522
198602;W96-7;84;4994;31787
198602;W96-7;60;147650;991031
198602;W96-7;61;33808;215070
198602;W96-7;75;172;1603
198602;W96-7;72;948;7183
198602;W96-7;85;50274;417839
198602;W96-7;998;700;4317
198602;W96-7;999;309;2007
198602;W96-8;01;31972;189209
198602;W96-8;02;32507;206716
198602;W96-8;03;49107;317631
198602;W96-8;70;3847;23040
198602;W96-8;81;134;706
198602;W96-8;73;2703;14322
198602;W96-8;83;229;914
198602;W96-8;84;4360;29206
198602;W96-8;60;39458;241508
198602;W96-8;61;5715;31203
198602;W96-8;72;344;4704
198602;W96-8;85;20112;145194
198602;W96-8;999;194;1626
198602;W96-9;01;46972;112706
198602;W96-9;02;13918;36925
198602;W96-9;03;10433;26429
198602;W96-9;70;23;131
198602;W96-9;81;2559;8050
198602;W96-9;60;10;32
198603;W96-1;01;2687;14780
198603;W96-1;02;1399;6248
198603;W96-1;03;2588;9905
198603;W96-1;81;92;105
198603;W96-1;73;84;116
198603;W96-1;71;209;6492
198603;W96-1;84;933;3361
198603;W96-1;60;396;2210
198603;W96-1;61;70;225
198603;W96-1;72;819;13107
198603;W96-1;85;48;257
198603;W96-1;998;1;1
198603;W96-1;999;4;11
198603;W96-2;01;29697;188165
198603;W96-2;02;30077;158513
198603;W96-2;03;14377;76773
198603;W96-2;70;2319;7809
198603;W96-2;81;1188;5219
198603;W96-2;73;505;4216
198603;W96-2;83;171;851
198603;W96-2;84;1775;12858
198603;W96-2;60;4673;33843
198603;W96-2;61;2239;16278
198603;W96-2;72;1778;21107
198603;W96-2;85;8898;77630
198603;W96-2;999;312;1950
198603;W96-3;01;19626;81493
198603;W96-3;02;18886;66283
198603;W96-3;03;18021;71056
198603;W96-3;70;1275;4995
198603;W96-3;81;1432;5906
198603;W96-3;73;908;6952
198603;W96-3;71;1387;33311
198603;W96-3;83;673;1474
198603;W96-3;84;2125;10658
198603;W96-3;60;4505;23858
198603;W96-3;61;1283;7106
198603;W96-3;75;149;6965
198603;W96-3;72;4387;40586
198603;W96-3;85;109;604
198603;W96-3;998;182;286
198603;W96-3;999;49;212
198603;W96-4;01;19693;54819
198603;W96-4;02;18252;60733
198603;W96-4;03;25314;112063
198603;W96-4;70;105;371
198603;W96-4;81;4754;16147
198603;W96-4;73;2468;13463
198603;W96-4;71;1633;40513
198603;W96-4;83;3094;5181
198603;W96-4;84;3579;12546
198603;W96-4;60;5405;34082
198603;W96-4;61;1611;9336
198603;W96-4;75;294;8038
198603;W96-4;72;1967;27043
198603;W96-4;85;1274;9341
198603;W96-4;998;68;456
198603;W96-4;999;6;32
198603;W96-5;01;70981;358633
198603;W96-5;02;119597;729871
198603;W96-5;03;86369;494327
198603;W96-5;70;2057;17814
198603;W96-5;81;5785;23848
198603;W96-5;73;44201;303438
198603;W96-5;71;1859;29927
198603;W96-5;83;2969;13201
198603;W96-5;84;2510;15845
198603;W96-5;60;63058;413017
198603;W96-5;61;19368;129124
198603;W96-5;75;119;1749
198603;W96-5;72;1561;18729
198603;W96-5;85;30366;267140
198603;W96-5;998;12671;99539
198603;W96-5;999;7245;53566
198603;W96-6;01;23344;111679
198603;W96-6;02;34660;177690
198603;W96-6;03;38706;207255
198603;W96-6;70;821;4835
198603;W96-6;81;2690;13626
198603;W96-6;73;4104;28551
198603;W96-6;71;1109;16233
198603;W96-6;83;2086;8533
198603;W96-6;84;3624;18012
198603;W96-6;60;15273;100450
198603;W96-6;61;7239;45303
198603;W96-6;75;314;7756
198603;W96-6;72;2141;16650
198603;W96-6;85;4190;35204
198603;W96-6;998;240;1120
198603;W96-6;999;744;6528
198603;W96-7;01;122597;788285
198603;W96-7;02;167775;1098110
198603;W96-7;03;244355;1737082
198603;W96-7;70;10616;74531
198603;W96-7;81;2816;5625
198603;W96-7;73;4811;31008
198603;W96-7;71;83;2556
198603;W96-7;83;2403;7124
198603;W96-7;84;5125;26191
198603;W96-7;60;130360;925583
198603;W96-7;61;31186;217917
198603;W96-7;75;169;2103
198603;W96-7;72;901;7326
198603;W96-7;85;46573;423948
198603;W96-7;998;769;3871
198603;W96-7;999;312;2099
198603;W96-8;01;34737;209799
198603;W96-8;02;36569;231425
198603;W96-8;03;52396;344196
198603;W96-8;70;4638;31844
198603;W96-8;81;220;304
198603;W96-8;73;1851;10810
198603;W96-8;83;10;30
198603;W96-8;84;4823;35396
198603;W96-8;60;42351;277784
198603;W96-8;61;5543;34000
198603;W96-8;72;100;1151
198603;W96-8;85;20632;154603
198603;W96-8;999;202;2285
198603;W96-9;01;79167;206692
198603;W96-9;02;37949;98635
198603;W96-9;03;20659;54380
198603;W96-9;70;545;1611
198603;W96-9;81;5216;16195
198603;W96-9;60;71;205
198604;W96-1;01;3796;17036
198604;W96-1;02;2194;7770
198604;W96-1;03;3220;11147
198604;W96-1;70;5887;23180
198604;W96-1;81;664;1600
198604;W96-1;73;99;182
198604;W96-1;71;255;6373
198604;W96-1;84;769;2046
198604;W96-1;60;501;3504
198604;W96-1;61;103;424
198604;W96-1;72;744;12758
198604;W96-1;85;15;110
198604;W96-1;998;4;7
198604;W96-2;01;16136;59254
198604;W96-2;02;15479;50755
198604;W96-2;03;8765;32488
198604;W96-2;70;992;3457
198604;W96-2;81;934;1797
198604;W96-2;73;105;1889
198604;W96-2;83;128;489
198604;W96-2;84;1441;9064
198604;W96-2;60;1122;9324
198604;W96-2;61;365;3787
198604;W96-2;72;1039;16644
198604;W96-2;85;1386;21000
198604;W96-2;999;51;532
198604;W96-3;01;27458;98695
198604;W96-3;02;23478;71713
198604;W96-3;03;22060;81589
198604;W96-3;70;2152;9190
198604;W96-3;81;1068;2930
198604;W96-3;73;873;6526
198604;W96-3;71;1507;33928
198604;W96-3;83;735;1074
198604;W96-3;84;2444;10929
198604;W96-3;60;3436;22069
198604;W96-3;61;919;4976
198604;W96-3;75;270;7033
198604;W96-3;72;3594;33645
198604;W96-3;85;35;278
198604;W96-3;998;33;69
198604;W96-3;999;473;1878
198604;W96-4;01;22976;52048
198604;W96-4;02;16639;48945
198604;W96-4;03;19897;81275
198604;W96-4;70;1105;3203
198604;W96-4;81;4251;8769
198604;W96-4;73;2215;8520
198604;W96-4;71;2175;40422
198604;W96-4;83;387;773
198604;W96-4;84;4573;14137
198604;W96-4;60;2609;20451
198604;W96-4;61;890;5031
198604;W96-4;75;365;7754
198604;W96-4;72;1778;23812
198604;W96-4;85;507;4631
198604;W96-4;998;5;6
198604;W96-4;999;46;382
198604;W96-5;01;43016;129917
198604;W96-5;02;41992;177217
198604;W96-5;03;26791;116664
198604;W96-5;70;966;7595
198604;W96-5;81;6468;17826
198604;W96-5;73;8423;74927
198604;W96-5;71;2098;29052
198604;W96-5;83;1452;6262
198604;W96-5;84;1784;10351
198604;W96-5;60;8571;67729
198604;W96-5;61;2746;23468
198604;W96-5;75;136;1785
198604;W96-5;72;930;14810
198604;W96-5;85;4484;58710
198604;W96-5;998;7008;49395
198604;W96-5;999;4172;29464
198604;W96-6;01;20522;59679
198604;W96-6;02;21849;77973
198604;W96-6;03;20719;92721
198604;W96-6;70;620;3745
198604;W96-6;81;2263;8314
198604;W96-6;73;983;6629
198604;W96-6;71;1163;16716
198604;W96-6;83;871;2245
198604;W96-6;84;2649;14300
198604;W96-6;60;4694;33011
198604;W96-6;61;1979;12871
198604;W96-6;75;373;7775
198604;W96-6;72;1451;13333
198604;W96-6;85;1364;9223
198604;W96-6;998;123;666
198604;W96-6;999;611;4780
198604;W96-7;01;57961;233207
198604;W96-7;02;66077;321168
198604;W96-7;03;64045;454148
198604;W96-7;70;4642;36758
198604;W96-7;81;2387;3868
198604;W96-7;73;1760;12963
198604;W96-7;71;261;3041
198604;W96-7;83;3708;16570
198604;W96-7;84;3072;11573
198604;W96-7;60;26111;209508
198604;W96-7;61;6224;53509
198604;W96-7;75;164;1772
198604;W96-7;72;196;2301
198604;W96-7;85;8286;98164
198604;W96-7;998;141;586
198604;W96-7;999;42;480
198604;W96-8;01;15243;60954
198604;W96-8;02;11378;55067
198604;W96-8;03;13594;83425
198604;W96-8;70;1604;19116
198604;W96-8;81;334;754
198604;W96-8;73;1003;5496
198604;W96-8;83;23;51
198604;W96-8;84;2320;15034
198604;W96-8;60;7271;55248
198604;W96-8;61;1098;8107
198604;W96-8;72;286;3595
198604;W96-8;85;4036;38152
198604;W96-8;999;87;1139
198604;W96-9;01;99222;260383
198604;W96-9;02;45968;122795
198604;W96-9;03;24744;65159
198604;W96-9;70;1583;4735
198604;W96-9;81;6100;17621
198604;W96-9;60;97;413
198605;W96-1;01;6894;30544
198605;W96-1;02;4472;17816
198605;W96-1;03;11114;39517
198605;W96-1;70;20402;54967
198605;W96-1;81;961;3277
198605;W96-1;73;125;378
198605;W96-1;71;228;6464
198605;W96-1;84;593;1876
198605;W96-1;60;2605;12362
198605;W96-1;61;1273;5373
198605;W96-1;72;814;13557
198605;W96-1;85;386;2792
198605;W96-1;999;18;22
198605;W96-2;01;33550;137782
198605;W96-2;02;51312;215035
198605;W96-2;03;27339;110109
198605;W96-2;70;11972;55313
198605;W96-2;81;1579;2919
198605;W96-2;73;293;3145
198605;W96-2;83;81;363
198605;W96-2;84;2906;18162
198605;W96-2;60;7751;45086
198605;W96-2;61;2289;14446
198605;W96-2;72;1974;24236
198605;W96-2;85;5002;41421
198605;W96-2;998;80;552
198605;W96-2;999;50;333
198605;W96-3;01;33407;123424
198605;W96-3;02;41720;136823
198605;W96-3;03;39998;135356
198605;W96-3;70;6998;26615
198605;W96-3;81;2326;7205
198605;W96-3;73;1143;8366
198605;W96-3;71;1259;33733
198605;W96-3;83;1174;1416
198605;W96-3;84;1814;6583
198605;W96-3;60;8675;48591
198605;W96-3;61;2131;12207
198605;W96-3;75;187;7066
198605;W96-3;72;4466;48641
198605;W96-3;85;135;735
198605;W96-3;998;99;434
198605;W96-3;999;250;1177
198605;W96-4;01;29391;74816
198605;W96-4;02;28200;93288
198605;W96-4;03;40794;165477
198605;W96-4;70;7896;22834
198605;W96-4;81;6932;17285
198605;W96-4;73;2456;10659
198605;W96-4;71;1725;40940
198605;W96-4;83;477;635
198605;W96-4;84;4845;13672
198605;W96-4;60;8047;51326
198605;W96-4;61;2606;14470
198605;W96-4;75;312;8421
198605;W96-4;72;2035;28615
198605;W96-4;85;861;7006
198605;W96-4;998;1;1
198605;W96-4;999;26;107
198605;W96-5;01;60172;192899
198605;W96-5;02;69699;237673
198605;W96-5;03;41114;126452
198605;W96-5;70;5711;15738
198605;W96-5;81;7601;19952
198605;W96-5;73;5548;28510
198605;W96-5;71;2443;26250
198605;W96-5;83;1365;3572
198605;W96-5;84;2657;12786
198605;W96-5;60;15446;79935
198605;W96-5;61;4719;24925
198605;W96-5;75;305;3680
198605;W96-5;72;1522;18040
198605;W96-5;85;4635;39359
198605;W96-5;998;223;1024
198605;W96-5;999;355;5187
198605;W96-6;01;26279;78869
198605;W96-6;02;36048;131791
198605;W96-6;03;30247;116610
198605;W96-6;70;5079;22745
198605;W96-6;81;4307;10938
198605;W96-6;73;2578;15135
198605;W96-6;71;824;17270
198605;W96-6;83;1557;3057
198605;W96-6;84;3946;15853
198605;W96-6;60;10459;56126
198605;W96-6;61;4851;24088
198605;W96-6;75;349;7862
198605;W96-6;72;1997;18341
198605;W96-6;85;2120;12546
198605;W96-6;998;18;54
198605;W96-6;999;649;4799
198605;W96-7;01;100623;301746
198605;W96-7;02;112721;374352
198605;W96-7;03;107110;402805
198605;W96-7;70;9113;31120
198605;W96-7;81;4795;8576
198605;W96-7;73;1390;6546
198605;W96-7;71;263;2042
198605;W96-7;83;492;1281
198605;W96-7;84;1827;8170
198605;W96-7;60;36052;177889
198605;W96-7;61;8986;44852
198605;W96-7;75;137;1466
198605;W96-7;72;525;5087
198605;W96-7;85;6821;47675
198605;W96-7;998;814;2941
198605;W96-7;999;103;529
198605;W96-8;01;21570;52817
198605;W96-8;02;20324;58517
198605;W96-8;03;22996;70693
198605;W96-8;70;2733;7358
198605;W96-8;81;1981;3508
198605;W96-8;73;828;3560
198605;W96-8;83;83;148
198605;W96-8;84;3060;12901
198605;W96-8;60;7673;35116
198605;W96-8;61;1124;5308
198605;W96-8;72;123;1553
198605;W96-8;85;4654;22799
198605;W96-8;999;73;191
198605;W96-9;01;102731;275688
198605;W96-9;02;49263;133616
198605;W96-9;03;28892;77889
